Name,Price,Rating,Specifications,Link
Truke BTG Strom Bluetooth Headset,₹799,4.0,"In ear Wireless Earbuds, Bluetooth v5.3, 50 hrs Playback Time, 13mm Driver, Noise Cancellation",https://www.mysmartprice.com/audio/truke-btg-strom-bluetooth-headset-msf611601
Bose Sleepbuds II Bluetooth Headset,"₹19,397",4.0,"In ear Wireless Earbuds, Bluetooth v5.0, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/bose-sleepbuds-ii-bluetooth-headset-msf602260
Fire-Boltt Fire Pods Ninja 601 Bluetooth Headset,₹899,3.8,"In ear Wireless Earbuds, 10mm, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/fire-boltt-fire-pods-ninja-601-bluetooth-headset-msf601413
Realme Buds Air 3S Bluetooth Headset,"₹2,244",4.0,"In ear Wireless Earbuds, 30 hrs Playback Time, Replaceable Earbuds",https://www.mysmartprice.com/audio/realme-buds-air-3s-bluetooth-headset-msf601637
Nothing Ear 2 Bluetooth Headset,"₹9,999",4.3,"In ear Wireless Earbuds, Bluetooth v5.3, 36 hrs Playback Time, 11.6mm Driver, Noise Cancellation",https://www.mysmartprice.com/audio/nothing-ear-2-bluetooth-headset-msf601241
Noise Buds VS201 Bluetooth Headset,₹999,3.7,"In ear Wireless Earbuds, 14 hrs Playback Time, 6mm Driver, Noise Cancellation",https://www.mysmartprice.com/audio/noise-buds-vs201-bluetooth-headset-msf602586
JBL Live Pro Plus Bluetooth Headset,"₹6,298",3.9,"In ear Wireless Earbuds, Bluetooth v5.0, 7 hrs Playback Time, Dynamic Driver, Replaceable Earbuds, 2 hrs Charging Time",https://www.mysmartprice.com/audio/jbl-live-pro-plus-bluetooth-headset-msf602716
PTron Bassbuds Jade Bluetooth Headset,₹699,3.7,"In ear Wireless Earbuds, Bluetooth v5.0, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/ptron-bassbuds-jade-bluetooth-headset-msf602154
Oneplus Buds 3 Bluetooth Headset,"₹4,499",4.5,"In ear Wireless Earbuds, Bluetooth v5.3, 28 hrs Playback Time, 10.4mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/oneplus-buds-3-bluetooth-headset-msf616045
Truke BTG3 Bluetooth Headset,₹999,3.7,"In ear Wireless Earbuds, Bluetooth v5.1, 48 hrs Playback Time, 10mm, Dynamic Driver, Noise Cancellation, 180 hrs standby time",https://www.mysmartprice.com/audio/truke-btg3-bluetooth-headset-msf602084
Philips SHE1350 Headset,₹299,3.7,"In ear Wireless Earbuds, 15mm Driver",https://www.mysmartprice.com/audio/philips-she1350-headset-msf604204
JBL Live 300TWS Bluetooth Headset,"₹4,999",4.1,"In ear Wireless Earbuds, Bluetooth v5.0, 6 hrs Playback Time, 10mm, Dynamic Driver, Noise Cancellation, 20 hrs standby time",https://www.mysmartprice.com/audio/jbl-live-300tws-bluetooth-headset-msf603053
Skullcandy Dime Bluetooth Headset,"₹2,449",3.3,"In ear Wireless Earbuds, Bluetooth v5.0, 6mm, Dynamic Driver, Noise Isolation, 2 hrs Charging Time",https://www.mysmartprice.com/audio/skullcandy-dime-bluetooth-headset-msf602756
Zebronics Zeb-Sound Bomb S1 Bluetooth Headset,₹599,3.6,"In ear Wireless Earbuds, Bluetooth v5.0, 5 hrs Playback Time, Dynamic Driver, Replaceable Earbuds, 200 hrs standby time",https://www.mysmartprice.com/audio/zebronics-zeb-sound-bomb-s1-bluetooth-headset-msf602852
DIZO Buds P Bluetooth Headset,"₹1,199",3.8,"In ear Wireless Earbuds, 40 hrs Playback Time, 13mm, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/dizo-buds-p-bluetooth-headset-msf601815
Truke BTG Beta Bluetooth Headset,₹599,3.7,"In ear Wireless Earbuds, Bluetooth v5.2, 38 hrs Playback Time, Replaceable Earbuds",https://www.mysmartprice.com/audio/truke-btg-beta-bluetooth-headset-msf601412
Noise Buds VS401 Bluetooth Headset,"₹1,099",3.9,"In ear Wireless Earbuds, Bluetooth v5.3, 42 hrs Playback Time, 10mm Driver, Replaceable Earbuds, 1 hrs Charging Time",https://www.mysmartprice.com/audio/noise-buds-vs401-bluetooth-headset-msf613245
JBL Tune Beam Bluetooth Headset,"₹4,499",3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 48 hrs Playback Time, 6mm Driver, Replaceable Earbuds, 2 hrs Charging Time",https://www.mysmartprice.com/audio/jbl-tune-beam-bluetooth-headset-msf612106
JVC HA-FX1X Headset,"₹5,451",4.2,"In ear Wireless Earbuds, 10mm Driver, Noise Isolation",https://www.mysmartprice.com/audio/jvc-ha-fx1x-headset-msf604381
Boult Audio AirBass Z20 TWS Bluetooth Headset,₹999,3.8,"In ear Wireless Earbuds, 40 hrs Playback Time, Replaceable Earbuds",https://www.mysmartprice.com/audio/boult-audio-airbass-z20-tws-bluetooth-headset-msf601797
Sony WF-C700N Bluetooth Headset,"₹6,988",4.0,"In ear Wireless Earbuds, Bluetooth v5.2, 10 hrs Playback Time, 5mm Driver, Noise Cancellation, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/sony-wf-c700n-bluetooth-headset-msf601208
Truke Buds Vibe Bluetooth Headset,₹999,4.0,"In ear Wireless Earbuds, Bluetooth v5.3, 48 hrs Playback Time, 13mm Driver, Noise Cancellation, 180 hrs standby time",https://www.mysmartprice.com/audio/truke-buds-vibe-bluetooth-headset-msf601209
Apple AirPods Pro 2 (Type-C MagSafe Case) Bluetooth Headset,"₹22,980",4.6,"In ear Wireless Earbuds, Bluetooth v5.3, 30 hrs Playback Time, Replaceable Earbuds",https://www.mysmartprice.com/audio/apple-airpods-pro-2-type-c-magsafe-case-bluetooth-headset-msf615764
Boat Airdopes 200 Plus Bluetooth Headset,"₹1,599",3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 100  Playback Time, 13mm Driver, Replaceable Earbuds, 2 hrs Charging Time",https://www.mysmartprice.com/audio/boat-airdopes-200-plus-bluetooth-headset-msf615176
Sony WF-C500 Bluetooth Headset,"₹3,141",4.0,"In ear Wireless Earbuds, Bluetooth v5.0, 5 hrs Playback Time, 5.8mm Driver, Replaceable Earbuds, 10 hrs standby time",https://www.mysmartprice.com/audio/sony-wf-c500-bluetooth-headset-msf602364
Boult Audio Ammo Bluetooth Headset,₹599,3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 40 hrs Playback Time, 13mm, Dynamic Driver, Noise Cancellation, 120 hrs standby time",https://www.mysmartprice.com/audio/boult-audio-ammo-bluetooth-headset-msf611878
JLAB Audio Jbuds Air Sport Bluetooth Headset,"₹3,499",4.0,"In ear Wireless Earbuds, Bluetooth v5.0, 40 hrs Playback Time, 8mm, Dynamic Driver, Noise Cancellation, 3 hrs Charging Time",https://www.mysmartprice.com/audio/jlab-audio-jbuds-air-sport-bluetooth-headset-msf603048
Wings Phantom 700 Bluetooth Headset,₹699,3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 30 hrs Playback Time, 13mm, Dynamic Driver, Replaceable Earbuds, 2 hrs Charging Time",https://www.mysmartprice.com/audio/wings-phantom-700-bluetooth-headset-msf601300
Philips SHS3200 Headset,"₹2,727",4.2,"In ear Wireless Earbuds, 15mm, Dynamic Driver",https://www.mysmartprice.com/audio/philips-shs3200-headset-msf604275
Boult Audio AirBass XPods Pro Bluetooth Headset,"₹1,149",3.7,"In ear Wireless Earbuds, Bluetooth v5.1, 24 hrs Playback Time, Call control",https://www.mysmartprice.com/audio/boult-audio-airbass-xpods-pro-bluetooth-headset-msf601925
Philips SHQ1200 Headset,₹449,3.9,"In ear Wireless Earbuds, 13.5mm, Dynamic Driver, Tangle Free",https://www.mysmartprice.com/audio/philips-shq1200-headset-msf604428
Wings Phantom 760 Bluetooth Headset,₹799,3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 45 hrs Playback Time, 13mm Driver, Noise Cancellation, 200 hrs standby time",https://www.mysmartprice.com/audio/wings-phantom-760-bluetooth-headset-msf613414
Boat Airdopes 161 Pro Bluetooth Headset,"₹1,299",3.6,"In ear Wireless Earbuds, Bluetooth v5.3, 40 hrs Playback Time, 10mm Driver, Replaceable Earbuds, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/boat-airdopes-161-pro-bluetooth-headset-msf612864
Philips SHS3201 Headset,"₹3,833",4.2,"In ear Wireless Earbuds, 15mm, Dynamic Driver, Tangle Free",https://www.mysmartprice.com/audio/philips-shs3201-headset-msf604015
Number Super Buds 999 Bluetooth Headset,"₹1,299",3.9,"In ear Wireless Earbuds, Bluetooth v5.4, 60 hrs Playback Time, 12.4mm Driver, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/number-super-buds-999-bluetooth-headset-msf616859
DEFY Gravity Turbo Bluetooth Headset,"₹1,299",4.0,"In ear Wireless Earbuds, Bluetooth v5.1, 30 hrs Playback Time, 10mm, Dynamic Driver, LED headphones",https://www.mysmartprice.com/audio/defy-gravity-turbo-bluetooth-headset-msf601846
Skullcandy Jib TWS Bluetooth Headset,"₹2,899",3.4,"In ear Wireless Earbuds, Bluetooth v5.0, 22 hrs Playback Time, 6mm, Dynamic Driver, Replaceable Earbuds, 1 hrs Charging Time",https://www.mysmartprice.com/audio/skullcandy-jib-tws-bluetooth-headset-msf601837
Noise Beads Bluetooth Headset,"₹1,494",3.9,"In ear Wireless Earbuds, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/noise-beads-bluetooth-headset-msf602126
Wings Flobuds 200 Bluetooth Headset,₹699,3.9,"In ear Wireless Earbuds, Bluetooth v5.3, 50 hrs Playback Time, 13mm Driver, Noise Cancellation, 300 hrs standby time",https://www.mysmartprice.com/audio/wings-flobuds-200-bluetooth-headset-msf613041
Skullcandy Jib 2 Bluetooth Headset,"₹2,799",3.4,"In ear Wireless Earbuds, Bluetooth v5.2, 33 hrs Playback Time, Noise Isolation",https://www.mysmartprice.com/audio/skullcandy-jib-2-bluetooth-headset-msf601795
Samsung Galaxy Buds 2 Pro Bluetooth Headset,"₹7,999",4.4,"In ear Wireless Earbuds, Bluetooth v5.2, 18 hrs Playback Time, Noise Cancellation",https://www.mysmartprice.com/audio/samsung-galaxy-buds-2-pro-bluetooth-headset-msf601696
JBL Wave Buds Bluetooth Headset,"₹2,499",3.7,"In ear Wireless Earbuds, Bluetooth v5.2, 8 hrs Playback Time, 8mm, Dynamic Driver, Replaceable Earbuds, 32 hrs standby time",https://www.mysmartprice.com/audio/jbl-wave-buds-bluetooth-headset-msf601308
Truke Buds Q1 Bluetooth Headset,₹999,3.7,"In ear Wireless Earbuds, Bluetooth v5.1, 10 hrs Playback Time, 10mm Driver, Noise Cancellation",https://www.mysmartprice.com/audio/truke-buds-q1-bluetooth-headset-msf602726
Boult Audio Astra Neo Bluetooth Headset,"₹1,099",4.1,"In ear Wireless Earbuds, Bluetooth v5.4, 70 hrs Playback Time, 13mm Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/boult-audio-astra-neo-bluetooth-headset-msf616329
Mivi Commando X7 Headset,"₹1,399",3.9,"In ear Wireless Earbuds, 50 hrs Playback Time, 13mm Driver, Noise Cancellation",https://www.mysmartprice.com/audio/mivi-commando-x7-headset-msf616772
Samsung Galaxy Buds 2 Bluetooth Headset,"₹5,999",4.5,"In ear Wireless Earbuds, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/samsung-galaxy-buds-2-bluetooth-headset-msf602678
JBL Vibe Beam Bluetooth Headset,"₹10,419",4.2,"In ear Wireless Earbuds, Replaceable Earbuds",https://www.mysmartprice.com/audio/jbl-vibe-beam-bluetooth-headset-msf613065
Noise Buds VS104 Max Bluetooth Headset,"₹1,299",3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 45 hrs Playback Time, 13mm Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/noise-buds-vs104-max-bluetooth-headset-msf612891
Soundcore Life Note 3 Bluetooth Headset,"₹2,999",4.0,"In ear Wireless Earbuds, 35 hrs Playback Time, 11mm Driver, Noise Cancellation, 3 hrs Charging Time",https://www.mysmartprice.com/audio/soundcore-life-note-3-bluetooth-headset-msf602064
Blaupunkt BTW300 Bluetooth Headset,"₹1,099",3.9,"In ear Wireless Earbuds, Bluetooth v5.3, 40 hrs Playback Time, 8mm Driver, Noise Cancellation",https://www.mysmartprice.com/audio/blaupunkt-btw300-bluetooth-headset-msf613218
JBL Wave Flex Bluetooth Headset,"₹1,999",4.4,"In ear Wireless Earbuds, Bluetooth v5.2, 32 hrs Playback Time, 12mm Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/jbl-wave-flex-bluetooth-headset-msf616362
Noise Buds Combat Bluetooth Headset,"₹1,699",3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 45 hrs Playback Time, 13mm Driver, Noise Cancellation",https://www.mysmartprice.com/audio/noise-buds-combat-bluetooth-headset-msf612711
Beats Studio Buds Bluetooth Headset,"₹10,999",4.0,"In ear Wireless Earbuds, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/beats-studio-buds-bluetooth-headset-msf602596
Truke Buds S2 Bluetooth Headset,"₹1,098",3.8,"In ear Wireless Earbuds, Bluetooth v5.1, 48 hrs Playback Time, 10mm, Dynamic Driver, Noise Cancellation, 180 hrs standby time",https://www.mysmartprice.com/audio/truke-buds-s2-bluetooth-headset-msf601901
Jabra Elite 5 Bluetooth Headset,"₹6,999",3.9,"In ear Wireless Earbuds, Bluetooth v5.2, 9 hrs Playback Time, Noise Cancellation, 275 Day standby time, 3 hrs Charging Time",https://www.mysmartprice.com/audio/jabra-elite-5-bluetooth-headset-msf604461
Apple AirPods 3 Bluetooth Headset,"₹16,999",4.3,"In ear Wireless Earbuds, Bluetooth v5.0, Noise Cancellation, 2 hrs Charging Time",https://www.mysmartprice.com/audio/apple-airpods-3-bluetooth-headset-msf602711
Jabra Elite 3 Bluetooth Headset,"₹2,799",3.9,"In ear Wireless Earbuds, Bluetooth v5.2, 6mm, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/jabra-elite-3-bluetooth-headset-msf602378
Noise Air Buds Plus Bluetooth Headset,₹999,3.5,"In ear Wireless Earbuds, Bluetooth v5.0, Dynamic Driver, Replaceable Earbuds, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/noise-air-buds-plus-bluetooth-headset-msf602496
Truke BTG Neo Bluetooth Headset,₹899,3.9,"In ear Wireless Earbuds, Bluetooth v5.3, 80 hrs Playback Time, 13mm Driver, Noise Cancellation",https://www.mysmartprice.com/audio/truke-btg-neo-bluetooth-headset-msf612107
Jabra Elite 75t Bluetooth Headset,"₹10,423",3.9,"In ear Wireless Earbuds, Bluetooth v5.0, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/jabra-elite-75t-bluetooth-headset-msf603505
Blaupunkt BTW100 Xtreme Bluetooth Headset,"₹1,149",3.9,"In ear Wireless Earbuds, Bluetooth v5.3, 90 hrs Playback Time, 10mm Driver, Noise Cancellation",https://www.mysmartprice.com/audio/blaupunkt-btw100-xtreme-bluetooth-headset-msf616193
Blaupunkt BTW100 Bluetooth Headset,₹999,3.9,"In ear Wireless Earbuds, Bluetooth v5.1, 40 hrs Playback Time, Noise Cancellation",https://www.mysmartprice.com/audio/blaupunkt-btw100-bluetooth-headset-msf613219
JBL Wave 200 TWS Bluetooth Headset,"₹1,794",3.6,"In ear Wireless Earbuds, Bluetooth v5.0, 20 hrs Playback Time, 8mm, Dynamic Driver, Replaceable Earbuds, 2 hrs Charging Time",https://www.mysmartprice.com/audio/jbl-wave-200-tws-bluetooth-headset-msf601854
Ambrane Dots Play Bluetooth Headset,₹899,4.0,"In ear Wireless Earbuds, Bluetooth v5.1, 19 hrs Playback Time, 13mm Driver, Noise Cancellation, 2.5 hrs Charging Time",https://www.mysmartprice.com/audio/ambrane-dots-play-bluetooth-headset-msf601891
JLAB Go Air Sport Bluetooth Headset,"₹1,599",3.6,"Bone conduction Wireless Earbuds, Bluetooth v5.1, 32 hrs Playback Time, 6mm Driver, Replaceable Earbuds, 60 hrs standby time",https://www.mysmartprice.com/audio/jlab-go-air-sport-bluetooth-headset-msf613222
Wings Phantom 200 Bluetooth Headset,₹699,3.8,"In ear Wireless Earbuds, Bluetooth v5.2, 8 hrs Playback Time, 13mm, Dynamic Driver, Noise Reduction, 50 hrs standby time",https://www.mysmartprice.com/audio/wings-phantom-200-bluetooth-headset-msf601472
Noise Buds VS402 Bluetooth Headset,₹999,3.8,"In ear Wireless Earbuds, Bluetooth v5.2, 60 Minute Playback Time, 10mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/noise-buds-vs402-bluetooth-headset-msf601541
Wings Phantom 340 Bluetooth Headset,"₹1,799",3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 45 hrs Playback Time, 13mm Driver, Replaceable Earbuds, 300 hrs standby time",https://www.mysmartprice.com/audio/wings-phantom-340-bluetooth-headset-msf611599
Boult Audio Propods X Bluetooth Headset,"₹1,499",3.4,"In ear Wireless Earbuds, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/boult-audio-propods-x-bluetooth-headset-msf602127
Boat Airdopes 190 Bluetooth Headset,"₹1,199",3.7,"In ear Wireless Earbuds, Bluetooth v5.2, 40 hrs Playback Time, 20mm, Dynamic Driver, Noise Cancellation, 90 minute Charging Time",https://www.mysmartprice.com/audio/boat-airdopes-190-bluetooth-headset-msf601529
OPPO Enco Air 3 Pro Bluetooth Headset,"₹3,199",4.2,"In ear Wireless Earbuds, Bluetooth v5.3, 30 hrs Playback Time, 12.4mm, Dynamic Driver, Replaceable Earbuds, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/oppo-enco-air-3-pro-bluetooth-headset-msf614406
Mivi Commando Z7 Bluetooth Headset,"₹1,199",3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 50 hrs Playback Time, Noise Cancellation",https://www.mysmartprice.com/audio/mivi-commando-z7-bluetooth-headset-msf613672
Boult Audio Curve Buds Pro Bluetooth Headset,"₹1,298",3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 100 hrs Playback Time, 10mm Driver, Noise Isolation",https://www.mysmartprice.com/audio/boult-audio-curve-buds-pro-bluetooth-headset-msf613750
Boat Immortal 150 Bluetooth Headset,"₹1,499",4.0,"In ear Wireless Earbuds, Bluetooth v5.3, 40 hrs Playback Time, 10mm Driver, Replaceable Earbuds, 120 minute Charging Time",https://www.mysmartprice.com/audio/boat-immortal-150-bluetooth-headset-msf614424
OPPO Enco Air2 Pro Bluetooth Headset,"₹2,499",4.2,"In ear Wireless Earbuds, Bluetooth v5.2, 28 hrs Playback Time, Noise Cancellation",https://www.mysmartprice.com/audio/oppo-enco-air2-pro-bluetooth-headset-msf601921
Boult Audio X30 Bluetooth Headset,₹898,3.8,"In ear Wireless Earbuds, Bluetooth v5.1, 40 hrs Playback Time, Noise Cancellation",https://www.mysmartprice.com/audio/boult-audio-x30-bluetooth-headset-msf601427
Apple Airpods Pro 2 Bluetooth Headset,"₹2,999",4.4,"In ear Wireless Earbuds, Bluetooth v5.0, 30 hrs Playback Time, Noise Cancellation, 2 hrs Charging Time",https://www.mysmartprice.com/audio/apple-airpods-pro-2-bluetooth-headset-msf602718
Philips TAT2206 TWS Bluetooth Headset,"₹1,013",3.3,"In ear Wireless Earbuds, Bluetooth v5.0, 18 hrs Playback Time, Noise Isolation, 2 hrs Charging Time",https://www.mysmartprice.com/audio/philips-tat2206-tws-bluetooth-headset-msf601779
POCO Pods Bluetooth Headset,"₹1,199",3.7,"In ear Wireless Earbuds, Bluetooth v5.3, 30 hrs Playback Time, 12mm, Dynamic Driver, Replaceable Earbuds, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/poco-pods-bluetooth-headset-msf612863
DEFY Gravity Zen Bluetooth Headset,"₹1,099",3.9,"In ear Wireless Earbuds, Bluetooth v5.1, Noise Cancellation",https://www.mysmartprice.com/audio/defy-gravity-zen-bluetooth-headset-msf601872
Skullcandy Push Active True Wireless Earbuds Bluetooth Headset,"₹4,599",3.8,"Bone conduction Wireless Earbuds, Bluetooth v5.2, 44 hrs Playback Time, 6mm Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/skullcandy-push-active-true-wireless-earbuds-bluetooth-headset-msf601954
Boult Audio Maverick Bluetooth Headset,₹898,3.8,"In ear Wireless Earbuds, Bluetooth v5.2, 35 hrs Playback Time, 10mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/boult-audio-maverick-bluetooth-headset-msf601612
Philips Audio TAT3217BK Bluetooth Headset,"₹2,590",3.3,"In ear Wireless Earbuds, Bluetooth v5.2, 6  Playback Time, 10mm, Dynamic Driver, Noise Cancellation, 2 hrs Charging Time",https://www.mysmartprice.com/audio/philips-audio-tat3217bk-bluetooth-headset-msf615264
Boat Immortal 121 Bluetooth Headset,₹898,3.8,"In ear Wireless Earbuds, Bluetooth v5.2, 40 hrs Playback Time, 20mm, Dynamic Driver, Replaceable Earbuds, 2 hrs Charging Time",https://www.mysmartprice.com/audio/boat-immortal-121-bluetooth-headset-msf601458
PTron Basspods 581 Bluetooth Headset,₹599,3.7,"In ear Wireless Earbuds, Bluetooth v5.0, Dynamic Driver, Replaceable Earbuds, 100 hrs standby time, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/ptron-basspods-581-bluetooth-headset-msf602419
JBL E25BT Bluetooth Earbuds,₹894,3.9,"In ear Wireless Earbuds, Bluetooth v4.1, 8 hrs Playback Time, 8mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/jbl-e25bt-bluetooth-earbuds-msf603985
JBL C115TWS Bluetooth Headset,"₹3,499",3.5,"In ear Wireless Earbuds, Bluetooth v5.0, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/jbl-c115tws-bluetooth-headset-msf602917
Jabra Elite 4 Active Bluetooth Headset,"₹5,299",4.0,"In ear Wireless Earbuds, Bluetooth v5.2, 28 hrs Playback Time, 6mm Driver, Noise Cancellation, 275 Day standby time",https://www.mysmartprice.com/audio/jabra-elite-4-active-bluetooth-headset-msf602082
Wings Phantom Bluetooth Headset,₹799,3.8,"In ear Wireless Earbuds, Bluetooth v5.2, 30 hrs Playback Time, 12mm, Dynamic Driver, Noise Cancellation, 200 hrs standby time",https://www.mysmartprice.com/audio/wings-phantom-bluetooth-headset-msf601602
Philips TAT1235BK/97 Bluetooth Earbuds,"₹3,000",3.3,"In ear Wireless Earbuds, 18 hrs Playback Time, 6mm Driver, Noise Cancellation, 2 hrs Charging Time",https://www.mysmartprice.com/audio/philips-tat1235bk-97-bluetooth-earbuds-msf602853
Noise Buds VS103 Bluetooth Headset,₹949,3.5,"In ear Wireless Earbuds, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/noise-buds-vs103-bluetooth-headset-msf602453
Boat Airdopes Flex 454 ANC Bluetooth Headset,"₹1,398",3.9,"In ear Wireless Earbuds, 60 hrs Playback Time, 10mm Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/boat-airdopes-flex-454-anc-bluetooth-headset-msf613398
Mivi Commando X9 Bluetooth Headset,"₹3,999",3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 72 hrs Playback Time, Noise Cancellation",https://www.mysmartprice.com/audio/mivi-commando-x9-bluetooth-headset-msf601231
Boat Airdopes 281 Pro Bluetooth Headset,"₹2,299",3.7,"In ear Wireless Earbuds, Bluetooth v5.0, 32 hrs Playback Time, Dynamic Driver, Replaceable Earbuds, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/boat-airdopes-281-pro-bluetooth-headset-msf602608
Truke BTG X1 Bluetooth Headset,₹799,3.6,"In ear Wireless Earbuds, Bluetooth v5.2, 48 hrs Playback Time, 13mm, Dynamic Driver, Noise Cancellation, 180 hrs standby time",https://www.mysmartprice.com/audio/truke-btg-x1-bluetooth-headset-msf601421
Noise Buds X Prime Bluetooth Headset,"₹1,099",4.0,"In ear Wireless Earbuds, 120 hrs Playback Time, 11mm Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/noise-buds-x-prime-bluetooth-headset-msf613562
Oraimo FreePods Lite Bluetooth Headset,₹799,3.9,"In ear Wireless Earbuds, Bluetooth v5.2, 40 hrs Playback Time, 10mm, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/oraimo-freepods-lite-bluetooth-headset-msf613344
DEFY Gravity Pro Bluetooth Headset,"₹1,399",4.0,"In ear Wireless Earbuds, Bluetooth v5.2, 25 hrs Playback Time, 13mm, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/defy-gravity-pro-bluetooth-headset-msf601871
DIZO Buds Z Pro Bluetooth Headset,₹624,3.8,"In ear Wireless Earbuds, 25 hrs Playback Time, Dynamic Driver, Noise Cancellation, 4080 hrs standby time, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/dizo-buds-z-pro-bluetooth-headset-msf602092
Jabra Elite 7 Active Bluetooth Headset,"₹7,694",4.0,"In ear Wireless Earbuds, Bluetooth v5.2, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/jabra-elite-7-active-bluetooth-headset-msf602393
Blaupunkt BTW07 ANC Moksha Bluetooth Headset,"₹1,999",3.7,"In ear Wireless Earbuds, Bluetooth v5.2, 40 hrs Playback Time, Noise Cancellation, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/blaupunkt-btw07-anc-moksha-bluetooth-headset-msf601889
Oraimo FreePods 4 Bluetooth Headset,"₹1,712",4.0,"In ear Wireless Earbuds, Bluetooth v5.2, 30 hrs Playback Time, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/oraimo-freepods-4-bluetooth-headset-msf611889
PTron Bassbuds Tango ENC Bluetooth Headset,₹598,3.7,"In ear Wireless Earbuds, Bluetooth v5.1, 20 hrs Playback Time, 13mm, Dynamic Driver, Noise Cancellation, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/ptron-bassbuds-tango-enc-bluetooth-headset-msf602079
Skullcandy Indy ANC Bluetooth Headset,"₹9,699",3.7,"In ear Wireless Earbuds, Bluetooth v5.0, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/skullcandy-indy-anc-bluetooth-headset-msf602763
Wings Flobuds 300 Bluetooth Headset,₹916,3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 45 hrs Playback Time, 13mm Driver, Noise Cancellation, 300 hrs standby time",https://www.mysmartprice.com/audio/wings-flobuds-300-bluetooth-headset-msf613413
Noise Aura Buds Bluetooth Headset,₹999,4.0,"In ear Wireless Earbuds, Bluetooth v5.3, 60  Playback Time, 12mm Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/noise-aura-buds-bluetooth-headset-msf615144
Boat Airdopes 111 Bluetooth Headset,"₹1,499",3.8,"In ear Wireless Earbuds, Bluetooth v5.1, 28 hrs Playback Time, 13mm Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/boat-airdopes-111-bluetooth-headset-msf602035
Noise Buds Xero Bluetooth Headset,"₹3,699",4.0,"In ear Wireless Earbuds, 50 hrs Playback Time, 12.4mm Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/noise-buds-xero-bluetooth-headset-msf616146
Wings Flobuds 100 Bluetooth Headset,₹699,3.7,"In ear Wireless Earbuds, Bluetooth v5.3, 50 hrs Playback Time, 13mm Driver, Noise Cancellation, 300 hrs standby time",https://www.mysmartprice.com/audio/wings-flobuds-100-bluetooth-headset-msf613043
