Name,Price,Rating,Specifications,Link
Noise Buds VS106 Bluetooth Headset,"₹1,099",3.6,"In ear Wireless Earbuds, Bluetooth v5.3, 42  Playback Time, 10mm Driver, Noise Cancellation, 90 minute Charging Time",https://www.mysmartprice.com/audio/noise-buds-vs106-bluetooth-headset-msf613046
PTron Bassbuds Wave Bluetooth Headset,₹599,3.5,"In ear Wireless Earbuds, Bluetooth v5.2, 6 hrs Playback Time, Dynamic Driver, Noise Cancellation, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/ptron-bassbuds-wave-bluetooth-headset-msf601870
Noise Buds Prima 2 Bluetooth Headset,"₹1,499",3.5,"In ear Wireless Earbuds, Bluetooth v5.2, 7 hrs Playback Time, 10mm, Dynamic Driver, Noise Cancellation, 43 hrs standby time",https://www.mysmartprice.com/audio/noise-buds-prima-2-bluetooth-headset-msf601703
Portronics Harmonics Twins S3 Bluetooth Headset,₹629,3.9,"In ear Wireless Earbuds, Bluetooth v5.2, 20 hrs Playback Time, Replaceable Earbuds, 1 hrs Charging Time",https://www.mysmartprice.com/audio/portronics-harmonics-twins-s3-bluetooth-headset-msf613137
Mivi DuoPods A650 Bluetooth Headset,"₹1,568",3.7,"In ear Wireless Earbuds, Bluetooth v5.1, 55 hrs Playback Time, Noise Cancellation, 2 hrs Charging Time",https://www.mysmartprice.com/audio/mivi-duopods-a650-bluetooth-headset-msf613246
Noise Air Buds 3 Bluetooth Headset,"₹1,299",3.7,"In ear Wireless Earbuds, Bluetooth v5.3, 45 hrs Playback Time, 13mm Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/noise-air-buds-3-bluetooth-headset-msf613242
PTron Basspods P11 Bluetooth Headset,₹799,3.8,"In ear Wireless Earbuds, Bluetooth v5.1, 24 hrs Playback Time, Dynamic Driver, Noise Cancellation, 100 hrs standby time",https://www.mysmartprice.com/audio/ptron-basspods-p11-bluetooth-headset-msf601751
GOVO GOBUDS 600 Bluetooth Headset,"₹1,699",4.0,"In ear Wireless Earbuds, Bluetooth v5.0, 28 hrs Playback Time, 10mm, Dynamic Driver, Noise Cancellation, 100 hrs standby time",https://www.mysmartprice.com/audio/govo-gobuds-600-bluetooth-headset-msf601915
Sony MDR-AS210AP Headset,₹451,4.1,"In ear Wireless Earbuds, 13.5mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/sony-mdr-as210ap-headset-msf604084
LG Tone Free FP5 Bluetooth Headset,"₹6,895",4.0,"In ear Wireless Earbuds, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/lg-tone-free-fp5-bluetooth-headset-msf602434
LG TONE Free Fit TF7Q Bluetooth Headset,"₹8,355",4.0,"In ear Wireless Earbuds, Bluetooth v5.3, 18 hrs Playback Time, Replaceable Earbuds, 2 hrs Charging Time",https://www.mysmartprice.com/audio/lg-tone-free-fit-tf7q-bluetooth-headset-msf615759
GOVO GoBuds 945 Bluetooth Headset,"₹1,399",4.0,"In ear Wireless Earbuds, Bluetooth v5.3, 52 hrs Playback Time, 12mm Driver, Noise Cancellation, 200 hrs standby time",https://www.mysmartprice.com/audio/govo-gobuds-945-bluetooth-headset-msf612211
Wings Phantom 260 TWS Bluetooth Headset,₹899,3.7,"In ear Wireless Earbuds, Bluetooth v5.2, 8 hrs Playback Time, 13mm, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/wings-phantom-260-tws-bluetooth-headset-msf601618
Boat Airdopes 413 ANC Bluetooth Headset,"₹1,999",3.9,"In ear Wireless Earbuds, Bluetooth v5.2, 17.5 hrs Playback Time, 10mm, Dynamic Driver, Noise Cancellation, 3.5 hrs Charging Time",https://www.mysmartprice.com/audio/boat-airdopes-413-anc-bluetooth-headset-msf601737
JBL Live Pro 2 Bluetooth Headset,"₹6,299",4.1,"In ear Wireless Earbuds, 40 hrs Playback Time, Noise Cancellation, 2 hrs Charging Time",https://www.mysmartprice.com/audio/jbl-live-pro-2-bluetooth-headset-msf601742
LG Tone Free FP5W Bluetooth Headset,"₹6,699",4.0,"In ear Wireless Earbuds, Bluetooth v5.2, 22 hrs Playback Time, Noise Cancellation, 3 hrs Charging Time",https://www.mysmartprice.com/audio/lg-tone-free-fp5w-bluetooth-headset-msf601842
Boult Audio Z60 Bluetooth Headset,₹998,3.9,In-the-ear Earbud,https://www.mysmartprice.com/audio/boult-audio-z60-bluetooth-headset-msf612893
Noise Air Buds Mini 2 Bluetooth Earbuds,₹999,3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 45 hrs Playback Time, 13mm Driver, Noise Cancellation, 300  standby time",https://www.mysmartprice.com/audio/noise-air-buds-mini-2-bluetooth-earbuds-msf612393
Truke Fit 1 Plus Bluetooth Headset,₹598,3.6,"In ear Wireless Earbuds, Bluetooth v5.1, 12 hrs Playback Time, 10mm Driver, Noise Isolation",https://www.mysmartprice.com/audio/truke-fit-1-plus-bluetooth-headset-msf602725
LG Tone Free FP9 Bluetooth Earbuds,"₹18,540",4.0,"In ear Wireless Earbuds, Call control",https://www.mysmartprice.com/audio/lg-tone-free-fp9-bluetooth-earbuds-msf602432
Sony WF-LS900N Bluetooth Headset,"₹10,988",4.0,"In ear Wireless Earbuds, Bluetooth v5.2, 6 hrs Playback Time, 5mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/sony-wf-ls900n-bluetooth-headset-msf601492
Nothing Ear (stick) Bluetooth Earbuds,"₹8,499",3.8,"In ear Wireless Earbuds, 12 hrs Playback Time, 12.6mm, Dynamic Driver, Call control",https://www.mysmartprice.com/audio/nothing-ear-stick-bluetooth-earbuds-msf601563
Philips SHE1525BK Headset,₹373,3.6,"In ear Wireless Earbuds, Dynamic Driver, Noise Reduction",https://www.mysmartprice.com/audio/philips-she1525bk-headset-msf603952
Sennheiser CX Plus True Wireless Bluetooth Headset,"₹9,990",4.2,"In ear Wireless Earbuds, Bluetooth v5.0, 24 hrs Playback Time, Dynamic Driver, Noise Cancellation, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/sennheiser-cx-plus-true-wireless-bluetooth-headset-msf601923
Noise Air Buds Pro SE Bluetooth Headset,"₹1,699",3.9,"In ear Wireless Earbuds, Bluetooth v5.3, 37.5 hrs Playback Time, 13mm Driver, Noise Cancellation, 120 minute Charging Time",https://www.mysmartprice.com/audio/noise-air-buds-pro-se-bluetooth-headset-msf613551
Noise Buds N1 Bluetooth Headset,₹849,4.3,"In ear Wireless Earbuds, Bluetooth v5.3, 40 hrs Playback Time, 11mm Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/noise-buds-n1-bluetooth-headset-msf616282
Noise Buds Connect Bluetooth Headset,"₹1,114",3.7,"In ear Wireless Earbuds, Bluetooth v5.2, 50 hrs Playback Time, 13mm Driver, Noise Cancellation",https://www.mysmartprice.com/audio/noise-buds-connect-bluetooth-headset-msf612710
Mivi DuoPods A350 Bluetooth Headset,₹899,3.4,"In ear Wireless Earbuds, 50 hrs Playback Time, 13mm, Dynamic Driver, Call control",https://www.mysmartprice.com/audio/mivi-duopods-a350-bluetooth-headset-msf601799
Noise Buds VS104 Pro Bluetooth Earbuds,"₹1,399",3.6,"In ear Wireless Earbuds, Bluetooth v5.2, 33.5 hrs Playback Time, 14.2mm Driver, Noise Cancellation, 90 minute Charging Time",https://www.mysmartprice.com/audio/noise-buds-vs104-pro-bluetooth-earbuds-msf601525
Boult Audio Z25 Bluetooth Headset,₹798,3.7,"In ear Wireless Earbuds, Bluetooth v5.3, 32 hrs Playback Time, 13mm Driver, Noise Cancellation, 40 minute Charging Time",https://www.mysmartprice.com/audio/boult-audio-z25-bluetooth-headset-msf613232
Sony MDR-AS210 Headset,₹219,3.9,"In ear Wireless Earbuds, 13.5mm, Dynamic Driver, Noise Reduction",https://www.mysmartprice.com/audio/sony-mdr-as210-headset-msf604140
JVC Gumy HAF160B Headset,"₹1,447",4.3,"In ear Wireless Earbuds, Noise Cancellation",https://www.mysmartprice.com/audio/jvc-gumy-haf160b-headset-msf605427
TAGG Rogue 100GT Bluetooth Headset,₹949,3.9,"In ear Wireless Earbuds, 20 hrs Playback Time, 10mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/tagg-rogue-100gt-bluetooth-headset-msf601844
Sennheiser CX True Wireless Bluetooth Headset,"₹4,988",3.7,"In ear Wireless Earbuds, Bluetooth v5.2, 27 hrs Playback Time, Noise Cancellation, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/sennheiser-cx-true-wireless-bluetooth-headset-msf601926
Wings Phantom Pro Bluetooth Headset,₹799,3.8,"In ear Wireless Earbuds, Bluetooth v5.2, 30 hrs Playback Time, 12mm, Dynamic Driver, Replaceable Earbuds, 200 hrs standby time",https://www.mysmartprice.com/audio/wings-phantom-pro-bluetooth-headset-msf601598
Wings Phantom 850 Bluetooth Headset,"₹1,499",3.8,"In ear Wireless Earbuds, Bluetooth v5.2, 10 hrs Playback Time, 13mm, Dynamic Driver, Replaceable Earbuds, 50 hrs standby time",https://www.mysmartprice.com/audio/wings-phantom-850-bluetooth-headset-msf601420
Mivi DuoPods A550 Bluetooth Headset,₹799,3.5,"In ear Wireless Earbuds, 50 hrs Playback Time, 13mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/mivi-duopods-a550-bluetooth-headset-msf601656
Noise Buds Verve Bluetooth Headset,"₹1,199",3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 45 hrs Playback Time, 10mm Driver, Noise Cancellation, 1 hrs Charging Time",https://www.mysmartprice.com/audio/noise-buds-verve-bluetooth-headset-msf612184
TAGG Rogue 200GT Bluetooth Headset,"₹1,119",3.9,"In ear Wireless Earbuds, 20 hrs Playback Time, 10mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/tagg-rogue-200gt-bluetooth-headset-msf601888
Mivi DuoPods A750 Bluetooth Headset,₹899,3.5,"In ear Wireless Earbuds, Bluetooth v5.3, 55 hrs Playback Time, 13mm Driver, Noise Cancellation",https://www.mysmartprice.com/audio/mivi-duopods-a750-bluetooth-headset-msf601753
Truke BTG1 Bluetooth Headset,₹749,3.7,"In ear Wireless Earbuds, Bluetooth v5.1, 48 hrs Playback Time, 13mm, Dynamic Driver, Noise Cancellation, 180 hrs standby time",https://www.mysmartprice.com/audio/truke-btg1-bluetooth-headset-msf601599
JBL Tune Flex Bluetooth Headset,"₹5,498",3.7,"In ear Wireless Earbuds, Bluetooth v5.2, 8 hrs Playback Time, 12mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/jbl-tune-flex-bluetooth-headset-msf601634
Boat Immortal 201 Bluetooth Headset,"₹1,299",4.1,"In ear Wireless Earbuds, Bluetooth v5.3, 40 hrs Playback Time, 10mm Driver, LED headphones, 2 hrs Charging Time",https://www.mysmartprice.com/audio/boat-immortal-201-bluetooth-headset-msf616071
Sennheiser Momentum True Wireless 3 Bluetooth Headset,"₹17,990",3.8,"In ear Wireless Earbuds, Bluetooth v5.2, 28 hrs Playback Time, Dynamic Driver, Noise Cancellation, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/sennheiser-momentum-true-wireless-3-bluetooth-headset-msf601874
JBL Tune Buds Bluetooth Headset,"₹4,498",3.7,"In ear Wireless Earbuds, Bluetooth v5.3, 48 hrs Playback Time, 10mm Driver, Call control, 2 hrs Charging Time",https://www.mysmartprice.com/audio/jbl-tune-buds-bluetooth-headset-msf612105
OPPO Enco X2 Bluetooth Headset,"₹10,999",4.3,"In ear Wireless Earbuds, Bluetooth v5.2, 9.5 hrs Playback Time, 11mm, Dynamic Driver, Noise Cancellation, 40 hrs standby time",https://www.mysmartprice.com/audio/oppo-enco-x2-bluetooth-headset-msf601980
Noise Pop Buds Bluetooth Headset,₹999,4.0,"In ear Wireless Earbuds, Bluetooth v5.3, 50 hrs Playback Time, 10mm Driver, Noise Cancellation, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/noise-pop-buds-bluetooth-headset-msf617221
Sony INZONE Buds Bluetooth Headset,"₹12,988",4.2,"In ear Wireless Earbuds, 12 hrs Playback Time, Noise Cancellation",https://www.mysmartprice.com/audio/sony-inzone-buds-bluetooth-headset-msf616007
Boult Audio W50 Bluetooth Headset,₹799,3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 50 hrs Playback Time, 13mm Driver, Noise Cancellation",https://www.mysmartprice.com/audio/boult-audio-w50-bluetooth-headset-msf613423
OPPO Enco Air2 Bluetooth Headset,"₹2,499",4.0,"In ear Wireless Earbuds, Bluetooth v5.2, 24 hrs Playback Time, 13.4mm, Dynamic Driver, Noise Cancellation, 2 hrs Charging Time",https://www.mysmartprice.com/audio/oppo-enco-air2-bluetooth-headset-msf601943
Sony WF-1000XM5 Bluetooth Headset,"₹20,988",3.9,"In ear Wireless Earbuds, Bluetooth v5.3, 36 hrs Playback Time, 8.4mm, Dynamic Driver, Replaceable Earbuds, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/sony-wf-1000xm5-bluetooth-headset-msf612866
Edifier TWS1 Pro Bluetooth Headset,"₹2,490",4.2,"In ear Wireless Earbuds, Bluetooth v5.2, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/edifier-tws1-pro-bluetooth-headset-msf602625
Noise Buds Venus Bluetooth Headset,"₹1,499",3.7,"In ear Wireless Earbuds, Bluetooth v5.3, 7 hrs Playback Time, 10mm Driver, Replaceable Earbuds, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/noise-buds-venus-bluetooth-headset-msf612867
Zebronics Zeb-Sound Bomb 7 Bluetooth Headset,₹748,3.8,"In ear Wireless Earbuds, Bluetooth v5.2, 4 hrs Playback Time, 13mm, Dynamic Driver, Noise Cancellation, 40 hrs standby time",https://www.mysmartprice.com/audio/zebronics-zeb-sound-bomb-7-bluetooth-headset-msf601715
Boult Audio Airbass Z10 Bluetooth Headset,₹898,3.7,"In ear Wireless Earbuds, Bluetooth v5.1, 30 hrs Playback Time, 6mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/boult-audio-airbass-z10-bluetooth-headset-msf601605
Zebronics Zeb-Sound Bomb N1 Bluetooth Headset,₹799,3.5,"In ear Wireless Earbuds, Bluetooth v5.2, 18 hrs Playback Time, Noise Cancellation",https://www.mysmartprice.com/audio/zebronics-zeb-sound-bomb-n1-bluetooth-headset-msf601778
Skullcandy Grind True Wireless Earbuds Bluetooth Headset,"₹3,999",4.0,"In ear Wireless Earbuds, Bluetooth v5.2, 40 hrs Playback Time, 6mm Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/skullcandy-grind-true-wireless-earbuds-bluetooth-headset-msf601953
Zebronics Zeb-Sound Bomb 5 Bluetooth Headset,₹962,3.6,"In ear Wireless Earbuds, Bluetooth v5.0, 22 hrs Playback Time, 10mm, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/zebronics-zeb-sound-bomb-5-bluetooth-headset-msf601838
PTron Zenbuds Ultima Bluetooth Headset,"₹1,399",4.0,"In ear Wireless Earbuds, Bluetooth v5.3, 50 hrs Playback Time, Replaceable Earbuds",https://www.mysmartprice.com/audio/ptron-zenbuds-ultima-bluetooth-headset-msf613399
Panasonic RP-HV096 Headset,"₹3,450",4.1,"In ear Wireless Earbuds, Noise Cancellation",https://www.mysmartprice.com/audio/panasonic-rp-hv096-headset-msf605788
PTron Zenbuds Evo X1 Bluetooth Headset,₹999,4.0,"In ear Wireless Earbuds, Bluetooth v5.3, 60 hrs Playback Time, 13mm Driver, Noise Cancellation, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/ptron-zenbuds-evo-x1-bluetooth-headset-msf613346
PTron Zenbuds Pro1 Max Bluetooth Headset,"₹1,799",4.0,"In ear Wireless Earbuds, Bluetooth v5.3, 80 hrs Playback Time, 13mm Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/ptron-zenbuds-pro1-max-bluetooth-headset-msf613345
Xiaomi Redmi Buds 5 Bluetooth Headset,"₹2,999",4.2,"In ear Wireless Earbuds, Bluetooth v5.3, 38 hrs Playback Time, Replaceable Earbuds",https://www.mysmartprice.com/audio/xiaomi-redmi-buds-5-bluetooth-headset-msf615981
LG Tone Free HBS-FN6 Bluetooth Earbuds,"₹11,990",4.3,"In ear Wireless Earbuds, Bluetooth v5.0, 6mm Driver, Noise Cancellation, 1 hrs Charging Time",https://www.mysmartprice.com/audio/lg-tone-free-hbs-fn6-bluetooth-earbuds-msf603178
Skullcandy Mod Bluetooth Headset,"₹3,999",3.9,"In ear Wireless Earbuds, Bluetooth v5.2, 7 hrs Playback Time, 6mm, Dynamic Driver, Noise Reduction",https://www.mysmartprice.com/audio/skullcandy-mod-bluetooth-headset-msf601676
Boult Audio Airbass X60 Bluetooth Headset,"₹1,499",3.5,"In ear Wireless Earbuds, Bluetooth v5.3, 30 hrs Playback Time, 13mm Driver, Noise Cancellation",https://www.mysmartprice.com/audio/boult-audio-airbass-x60-bluetooth-headset-msf612709
1MORE Comfobuds Pro Bluetooth Headset,"₹16,030",3.9,"In ear Wireless Earbuds, Bluetooth v5.0, 28 hrs Playback Time, 13.4mm, Dynamic Driver, Noise Isolation",https://www.mysmartprice.com/audio/1more-comfobuds-pro-bluetooth-headset-msf601752
Wings Phantom 450 Bluetooth Headset,₹799,3.4,"In ear Wireless Earbuds, Bluetooth v5.3, 50 hrs Playback Time, 10mm Driver, Noise Cancellation, 200 hrs standby time",https://www.mysmartprice.com/audio/wings-phantom-450-bluetooth-headset-msf613247
Noise Air Buds 2 Bluetooth Earbuds,"₹1,799",3.9,"In ear Wireless Earbuds, Bluetooth v5.2, 240 Minute Playback Time, 13mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/noise-air-buds-2-bluetooth-earbuds-msf601473
Boat Airdopes Max Bluetooth Headset,"₹1,274",3.4,"In ear Wireless Earbuds, Bluetooth v5.3, 90  Playback Time, 10mm Driver, Noise Cancellation, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/boat-airdopes-max-bluetooth-headset-msf612723
OPPO Enco X Bluetooth Headset,"₹6,299",3.8,"In ear Wireless Earbuds, Bluetooth v5.2, Dynamic Driver, Noise Cancellation, 110  Charging Time",https://www.mysmartprice.com/audio/oppo-enco-x-bluetooth-headset-msf602923
Zebronics Zeb-Pods 2 Bluetooth Headset,₹699,3.6,"In ear Wireless Earbuds, Bluetooth v5.3, 3 hrs Playback Time, 6mm Driver, Replaceable Earbuds, 30 hrs standby time",https://www.mysmartprice.com/audio/zebronics-zeb-pods-2-bluetooth-headset-msf613410
Zebronics Zeb Pods-1 Bluetooth Headset,"₹1,499",3.6,"In ear Wireless Earbuds, Bluetooth v5.2, 40 hrs Playback Time, 13mm Driver, Noise Cancellation, 3 hrs Charging Time",https://www.mysmartprice.com/audio/zebronics-zeb-pods-1-bluetooth-headset-msf611602
PTron Basspods Quest Bluetooth Headset,₹699,3.8,"In ear Wireless Earbuds, Bluetooth v5.0, 35 hrs Playback Time, 13mm, Dynamic Driver, Noise Cancellation, 80 hrs standby time",https://www.mysmartprice.com/audio/ptron-basspods-quest-bluetooth-headset-msf613081
Wings Phantom 500 Bluetooth Headset,₹799,3.8,"In ear Wireless Earbuds, Bluetooth v5.1, 30 hrs Playback Time, 10mm, Dynamic Driver, Noise Reduction, 200 hrs standby time",https://www.mysmartprice.com/audio/wings-phantom-500-bluetooth-headset-msf601597
Wings Phantom 380 Bluetooth Headset,₹699,3.6,"In ear Wireless Earbuds, Bluetooth v5.3, 35 hrs Playback Time, 13mm Driver, Noise Cancellation",https://www.mysmartprice.com/audio/wings-phantom-380-bluetooth-headset-msf601230
Jabra Elite 4 Bluetooth Headset,"₹3,999",3.8,"In ear Wireless Earbuds, Replaceable Earbuds",https://www.mysmartprice.com/audio/jabra-elite-4-bluetooth-headset-msf601178
Philips TAT1225BL Bluetooth Headset,"₹1,999",3.4,"In ear Wireless Earbuds, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/philips-tat1225bl-bluetooth-headset-msf604980
PTron Bassbuds B21 Bluetooth Headset,₹699,3.5,"In ear Wireless Earbuds, Bluetooth v5.2, 24 hrs Playback Time, Noise Cancellation",https://www.mysmartprice.com/audio/ptron-bassbuds-b21-bluetooth-headset-msf601387
Noise Buds Combat X Bluetooth Headset,"₹1,599",3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 60 hrs Playback Time, 10mm Driver, Replaceable Earbuds, 70 minute Charging Time",https://www.mysmartprice.com/audio/noise-buds-combat-x-bluetooth-headset-msf615893
Boat Airdopes 191G Bluetooth Headset,"₹1,199",3.7,"In ear Wireless Earbuds, Bluetooth v5.2, 30 hrs Playback Time, 10mm, Dynamic Driver, Replaceable Earbuds, 45 minute Charging Time",https://www.mysmartprice.com/audio/boat-airdopes-191g-bluetooth-headset-msf601827
Boat Airdopes 155 Bluetooth Headset,"₹1,199",3.6,"In ear Wireless Earbuds, Bluetooth v5.3, 40 hrs Playback Time, 10mm Driver, Replaceable Earbuds, 3 hrs Charging Time",https://www.mysmartprice.com/audio/boat-airdopes-155-bluetooth-headset-msf616606
Mivi DuoPods A850 Bluetooth Headset,₹999,3.8,"In ear Wireless Earbuds, 50 hrs Playback Time, 13mm Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/mivi-duopods-a850-bluetooth-headset-msf614423
CrossBeats Groov Buds Bluetooth Headset,"₹1,499",3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 55 hrs Playback Time, 13mm Driver, Noise Cancellation, 1 hrs Charging Time",https://www.mysmartprice.com/audio/crossbeats-groov-buds-bluetooth-headset-msf613044
Mivi Commando Q9 Bluetooth Headset,"₹1,499",3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 72 hrs Playback Time, 13mm Driver, Noise Cancellation, 2 hrs Charging Time",https://www.mysmartprice.com/audio/mivi-commando-q9-bluetooth-headset-msf613255
PTron Bassbuds Verse Bluetooth Headset,₹699,3.7,"In ear Wireless Earbuds, Bluetooth v5.3, 40 hrs Playback Time, 8mm Driver, Noise Cancellation",https://www.mysmartprice.com/audio/ptron-bassbuds-verse-bluetooth-headset-msf613062
Noise Air Buds Pro 3 Bluetooth Headset,"₹1,999",3.9,"In ear Wireless Earbuds, Bluetooth v5.3, 45 hrs Playback Time, Replaceable Earbuds",https://www.mysmartprice.com/audio/noise-air-buds-pro-3-bluetooth-headset-msf613243
Boat Airdopes 175 Bluetooth Headset,"₹1,799",3.7,"In ear Wireless Earbuds, Bluetooth v5.2, 35 hrs Playback Time, 10mm, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/boat-airdopes-175-bluetooth-headset-msf601873
Sennheiser SPORT True Wireless Bluetooth Headset,"₹10,990",3.9,"In ear Wireless Earbuds, Bluetooth v5.2, 27 hrs Playback Time, Dynamic Driver, Noise Cancellation, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/sennheiser-sport-true-wireless-bluetooth-headset-msf601892
PTron Bassbuds Sports V2 Bluetooth Headset,₹799,3.4,"In ear Wireless Earbuds, 48 hrs Playback Time, Noise Cancellation, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/ptron-bassbuds-sports-v2-bluetooth-headset-msf601389
Boult Audio Airbass Powerpods Bluetooth Earbuds,"₹1,099",3.5,"In ear Wireless Earbuds, Bluetooth v5.1, 20 hrs Playback Time, Noise Cancellation",https://www.mysmartprice.com/audio/boult-audio-airbass-powerpods-bluetooth-earbuds-msf601426
JBL Endurance Race TWS Bluetooth Headset,"₹3,499",3.8,"In ear Wireless Earbuds, Bluetooth v5.2, 30 hrs Playback Time, 6mm, Dynamic Driver, Replaceable Earbuds, 2 hrs Charging Time",https://www.mysmartprice.com/audio/jbl-endurance-race-tws-bluetooth-headset-msf601839
OPPO Enco Air 2i Bluetooth Headset,"₹1,399",4.1,"In ear Wireless Earbuds, Bluetooth v5.2, 28 hrs Playback Time, Noise Cancellation",https://www.mysmartprice.com/audio/oppo-enco-air-2i-bluetooth-headset-msf601531
Oraimo FreePods 3 Bluetooth Headset,"₹1,099",3.9,"In ear Wireless Earbuds, Bluetooth v5.2, 36 hrs Playback Time, 13mm Driver, Noise Cancellation, 292 hrs standby time",https://www.mysmartprice.com/audio/oraimo-freepods-3-bluetooth-headset-msf613244
Blaupunkt BTW20 Bluetooth Headset,₹880,3.5,"In ear Wireless Earbuds, Bluetooth v5.0, 14 hrs Playback Time, 10mm, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/blaupunkt-btw20-bluetooth-headset-msf601465
Boat Airdopes 421 Bluetooth Headset,"₹2,998",3.7,"In ear Wireless Earbuds, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/boat-airdopes-421-bluetooth-headset-msf603061
Yamaha TW-E3B Bluetooth Headset,"₹3,363",3.9,"In ear Wireless Earbuds, Bluetooth v5.0, 24 hrs Playback Time, Replaceable Earbuds",https://www.mysmartprice.com/audio/yamaha-tw-e3b-bluetooth-headset-msf601840
Skullcandy Dime 3 Bluetooth Headset,"₹2,997",4.0,"In ear Wireless Earbuds, 20 hrs Playback Time, Noise Isolation",https://www.mysmartprice.com/audio/skullcandy-dime-3-bluetooth-headset-msf615178
PTron Bassbuds Nyx Bluetooth Earbuds,₹999,3.6,"In ear Wireless Earbuds, Bluetooth v5.1, 32 hrs Playback Time, 10mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/ptron-bassbuds-nyx-bluetooth-earbuds-msf604450
Truke Air buds Plus Bluetooth Headset,₹799,3.5,"In ear Wireless Earbuds, Bluetooth v5.1, 48 hrs Playback Time, 10mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/truke-air-buds-plus-bluetooth-headset-msf602018
PTron Bassbuds Eon Bluetooth Headset,₹599,3.5,"In ear Wireless Earbuds, Bluetooth v5.3, 30 hrs Playback Time, 13mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/ptron-bassbuds-eon-bluetooth-headset-msf601276
Boat Airdopes 141 Pro Bluetooth Earbuds,"₹1,499",3.6,"In ear Wireless Earbuds, Bluetooth v5.2, 45 hrs Playback Time, 24mm, Dynamic Driver, Call control, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/boat-airdopes-141-pro-bluetooth-earbuds-msf601516
Skullcandy Dime 2 Bluetooth Headset,"₹2,699",3.2,"In ear Wireless Earbuds, Replaceable Earbuds",https://www.mysmartprice.com/audio/skullcandy-dime-2-bluetooth-headset-msf601777
Noise Buds X Bluetooth Headset,"₹1,099",3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 5.5 hrs Playback Time, 12mm, Dynamic Driver, Noise Cancellation, 22.5 hrs standby time",https://www.mysmartprice.com/audio/noise-buds-x-bluetooth-headset-msf601296
Blaupunkt BTW12 Khrome Bluetooth Earbuds,"₹1,189",4.0,"In ear Wireless Earbuds, Bluetooth v5.3, 30  Playback Time, 13mm Driver, Call control",https://www.mysmartprice.com/audio/blaupunkt-btw12-khrome-bluetooth-earbuds-msf616784
PTron Bassbuds Perl Bluetooth Headset,₹599,3.6,"In ear Wireless Earbuds, Bluetooth v5.2, 28 hrs Playback Time, Call control",https://www.mysmartprice.com/audio/ptron-bassbuds-perl-bluetooth-headset-msf601393
Lava Probuds 21 TWS Bluetooth Headset,"₹1,298",3.8,"In ear Wireless Earbuds, Bluetooth v5.1, 45 hrs Playback Time, 12mm, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/lava-probuds-21-tws-bluetooth-headset-msf601952
